k,Re(c_k),Im(c_k)
-6.560000000000000000e+02,-2.692553767320971660e-07,6.911954465568107063e-07
-6.550000000000000000e+02,2.054050581014334911e-06,-2.814346958770769252e-08
-6.540000000000000000e+02,1.140677808276197867e-06,3.232188653348777222e-07
-6.530000000000000000e+02,1.791286706733324660e-07,-2.245447204438685406e-06
-6.520000000000000000e+02,2.342728415469578002e-06,-2.354004722088583353e-06
-6.510000000000000000e+02,1.799662118176089590e-06,-1.140323595081598973e-07
-6.500000000000000000e+02,1.353250574749745167e-06,1.918166956279234257e-06
-6.490000000000000000e+02,-1.168679548197789242e-07,-1.843474485431660583e-07
-6.480000000000000000e+02,6.191008005448895933e-07,-8.812990015305412168e-07
-6.470000000000000000e+02,2.021394058533419502e-06,-3.100139998619230012e-07
-6.460000000000000000e+02,3.005916474823632531e-08,-6.919607219288779608e-07
-6.450000000000000000e+02,-5.281795583573784935e-07,9.526064265655937672e-07
-6.440000000000000000e+02,8.996756338086649564e-07,-8.008396417873359026e-07
-6.430000000000000000e+02,1.414176530363321376e-06,6.613915768584264614e-07
-6.420000000000000000e+02,9.734640216112375145e-07,1.649755891657386553e-06
-6.410000000000000000e+02,5.617814553402108122e-07,-1.366184486232294963e-06
-6.400000000000000000e+02,-4.693620380320380120e-07,-1.035921563366380375e-06
-6.390000000000000000e+02,8.394928269105072564e-07,-1.990768388681984085e-06
-6.380000000000000000e+02,1.438940413491295053e-06,-1.335062898090701157e-07
-6.370000000000000000e+02,1.027718114843071991e-06,5.164245717216095223e-07
-6.360000000000000000e+02,3.221843366936675487e-06,3.836483868025510047e-07
-6.350000000000000000e+02,1.228004133041316145e-06,1.671078623918618282e-06
-6.340000000000000000e+02,2.721431132606654064e-07,-2.689904372810828691e-06
-6.330000000000000000e+02,1.801000226396009892e-06,-1.409362487763628562e-06
-6.320000000000000000e+02,8.421196490914795286e-08,2.657167219595882107e-07
-6.310000000000000000e+02,-6.693198920130509175e-07,-6.425918919397308726e-07
-6.300000000000000000e+02,4.811666310477331866e-08,1.497685358733193951e-06
-6.290000000000000000e+02,1.644332112656850432e-06,-2.180164867367960041e-07
-6.280000000000000000e+02,1.274043191881187513e-06,9.871770463260784694e-07
-6.270000000000000000e+02,1.395796923041245634e-07,1.497281719670614950e-06
-6.260000000000000000e+02,-6.515197137912196877e-07,-2.315602874489456671e-06
-6.250000000000000000e+02,7.032903479046476332e-07,-1.974302846096230822e-06
-6.240000000000000000e+02,3.769771188170771988e-06,1.827897393685587696e-07
-6.230000000000000000e+02,1.064446315410562699e-06,3.346199597187314090e-07
-6.220000000000000000e+02,1.455983690365170340e-06,-7.389884656691967046e-07
-6.210000000000000000e+02,2.087014301602908506e-06,-6.730911320238032976e-07
-6.200000000000000000e+02,-5.641394178442643909e-07,-1.121806977747681280e-06
-6.190000000000000000e+02,5.958455882119963209e-07,-4.016900820232562676e-07
-6.180000000000000000e+02,-3.759292972751399615e-07,5.888917481032597906e-07
-6.170000000000000000e+02,1.300994344427607365e-06,2.386716300450517130e-07
-6.160000000000000000e+02,1.773402805802682456e-06,1.310750571098896352e-06
-6.150000000000000000e+02,9.560785945981548719e-07,-4.923555374634698594e-08
-6.140000000000000000e+02,2.333862413155780933e-06,-4.994244560739930121e-07
-6.130000000000000000e+02,-1.607458626427958223e-06,2.573975599544795016e-07
-6.120000000000000000e+02,-7.559001029144817426e-07,-1.048796577889354729e-06
-6.110000000000000000e+02,4.710926420707922809e-07,-1.457017951092392857e-06
-6.100000000000000000e+02,1.543106612618709655e-06,-5.473190216496328741e-07
-6.090000000000000000e+02,4.609986504427526407e-06,1.385062513310880097e-06
-6.080000000000000000e+02,4.195453312535230744e-08,5.024797972445165363e-08
-6.070000000000000000e+02,7.558110783369956405e-07,-1.923419552179352308e-06
-6.060000000000000000e+02,2.647463683671264436e-06,-1.294380816080039236e-06
-6.050000000000000000e+02,-4.654947369560329541e-07,1.680944520255286414e-07
-6.040000000000000000e+02,1.383576429593381859e-07,4.522714889993216465e-07
-6.030000000000000000e+02,1.188559888089484916e-06,-1.170518145479923914e-06
-6.020000000000000000e+02,1.713827700646210444e-06,4.003797536448878394e-07
-6.010000000000000000e+02,1.130873082485299928e-06,7.033403100671303354e-07
-6.000000000000000000e+02,-7.161260399473300380e-08,8.369632528758531268e-07
-5.990000000000000000e+02,-1.461347339525073793e-06,7.632726667122298914e-07
-5.980000000000000000e+02,1.392729615228905344e-07,-1.203749652268418941e-06
-5.970000000000000000e+02,2.497274971536316434e-06,7.707045658289492457e-07
-5.960000000000000000e+02,1.699990329913259694e-06,-1.682365747222361951e-06
-5.950000000000000000e+02,3.644508091172604376e-06,-1.454196333648954846e-06
-5.940000000000000000e+02,1.651302268408135141e-06,4.854751968587853912e-07
-5.930000000000000000e+02,-1.510565224902014325e-06,-2.938896405395131891e-06
-5.920000000000000000e+02,7.336618472333648259e-07,-8.736556518035504607e-08
-5.910000000000000000e+02,9.595250542007268188e-07,2.697403817355735603e-07
-5.900000000000000000e+02,5.196314869959914654e-07,7.132470346075576203e-07
-5.890000000000000000e+02,1.305884268519720532e-06,1.131855074891206136e-06
-5.880000000000000000e+02,2.598633641691390162e-06,-2.436141921739639528e-06
-5.870000000000000000e+02,2.000501872474571134e-06,1.394117040452505225e-06
-5.860000000000000000e+02,-3.302753952010608869e-07,1.676482899226725172e-06
-5.850000000000000000e+02,-1.676937768123416707e-06,-4.882316495204320491e-07
-5.840000000000000000e+02,-3.744983650236858702e-07,-5.849055786002031138e-07
-5.830000000000000000e+02,2.811649373801934117e-06,-1.344975319502169178e-06
-5.820000000000000000e+02,2.124842340698774473e-06,3.205261190981678653e-07
-5.810000000000000000e+02,9.913175287240964828e-07,-1.040555214107284556e-06
-5.800000000000000000e+02,1.097386794954847561e-06,-1.180258777694060722e-06
-5.790000000000000000e+02,1.317552103455917490e-06,-2.501189835476604637e-07
-5.780000000000000000e+02,5.629346247292593328e-07,1.460646555319811309e-07
-5.770000000000000000e+02,5.502373934480082743e-07,-2.113378569466788461e-07
-5.760000000000000000e+02,3.331130635475682293e-06,-1.668716781460776182e-06
-5.750000000000000000e+02,3.501246070407450879e-07,-4.868981377672778775e-08
-5.740000000000000000e+02,8.712920001705782652e-07,-1.319928954836351496e-06
-5.730000000000000000e+02,1.921131728741645974e-06,3.536234389565110988e-07
-5.720000000000000000e+02,-2.404696344147145193e-06,3.415739197091588784e-06
-5.710000000000000000e+02,6.146603630903289893e-07,1.094701542764754454e-06
-5.700000000000000000e+02,1.920631419991865866e-07,6.101371375354169640e-08
-5.690000000000000000e+02,2.025037658051945256e-06,-1.894463356907104401e-06
-5.680000000000000000e+02,5.339925170966377284e-06,-1.231654050392278290e-06
-5.670000000000000000e+02,-6.432937212377450324e-07,-1.023580889520147111e-07
-5.660000000000000000e+02,-1.359302148009403348e-07,-2.301673148870444859e-06
-5.650000000000000000e+02,1.477439601134262778e-06,-1.255488700333830266e-06
-5.640000000000000000e+02,8.289880514801202820e-07,7.703593324546344884e-07
-5.630000000000000000e+02,5.418054719607027451e-07,3.901032943471168185e-07
-5.620000000000000000e+02,5.955228132814539225e-07,-1.689517286059205809e-06
-5.610000000000000000e+02,2.889865937853698734e-06,-1.463811704121122711e-06
-5.600000000000000000e+02,1.250352094631462210e-06,7.710666522813943639e-07
-5.590000000000000000e+02,1.223866032413762749e-06,2.156877938733354203e-06
-5.580000000000000000e+02,-5.661910854452178099e-08,1.373918039205078949e-06
-5.570000000000000000e+02,-1.207893655145560358e-07,4.642688074791819712e-07
-5.560000000000000000e+02,2.212203774417704241e-06,-2.682405428678895777e-07
-5.550000000000000000e+02,1.524694379997112818e-07,-2.982418503616286260e-06
-5.540000000000000000e+02,2.001874623920661504e-06,-6.470730570794619690e-07
-5.530000000000000000e+02,9.871123182073903465e-07,7.436765253841104298e-08
-5.520000000000000000e+02,-6.914475691743599689e-07,-4.821033308591006440e-07
-5.510000000000000000e+02,1.689163220639237819e-06,1.284596323443603705e-06
-5.500000000000000000e+02,2.262342390847952992e-06,-2.210914320076601150e-06
-5.490000000000000000e+02,2.695568729114245724e-06,1.307535207856853551e-08
-5.480000000000000000e+02,-3.872303532329431303e-07,-1.189995274408147958e-06
-5.470000000000000000e+02,1.029999564048861087e-06,-4.891474573691438578e-06
-5.460000000000000000e+02,2.842856366442721920e-06,1.727695935530834453e-06
-5.450000000000000000e+02,-4.959596349081191614e-07,3.077250928646816416e-06
-5.440000000000000000e+02,9.703843908145606432e-08,2.365689583502260970e-06
-5.430000000000000000e+02,5.455681958098628631e-08,6.467288209116150034e-07
-5.420000000000000000e+02,1.794652868481326122e-06,-1.514786698157856567e-06
-5.410000000000000000e+02,3.119090196601647432e-06,-2.044794874249303111e-07
-5.400000000000000000e+02,-3.151572285356918270e-08,-1.121150095477572718e-06
-5.390000000000000000e+02,7.473161990222452295e-07,-4.968100414666935046e-07
-5.380000000000000000e+02,2.653490149048684738e-06,-1.231450849598352427e-06
-5.370000000000000000e+02,5.098178621003009517e-07,2.336989693879393433e-07
-5.360000000000000000e+02,4.158546351568624417e-07,-8.741044548423641900e-07
-5.350000000000000000e+02,1.769407975092012527e-06,-3.663967160858394492e-06
-5.340000000000000000e+02,-8.116747669905765954e-07,2.558918119164731338e-07
-5.330000000000000000e+02,1.093493570181956189e-06,-1.304678270794225239e-06
-5.320000000000000000e+02,2.879994421002665976e-06,6.578073612983645975e-07
-5.310000000000000000e+02,1.668748066995499489e-06,3.982643826197084392e-06
-5.300000000000000000e+02,2.556043216264965276e-06,1.460610516937707474e-06
-5.290000000000000000e+02,-7.928600246826699111e-07,-1.556220277708721990e-07
-5.280000000000000000e+02,1.029735286352332626e-06,-3.583157034168315240e-06
-5.270000000000000000e+02,2.492080730381556592e-06,-5.372036433893542578e-07
-5.260000000000000000e+02,-1.100639410622535882e-06,1.075288745114921026e-06
-5.250000000000000000e+02,4.745190490391374034e-07,-4.110852609391033854e-07
-5.240000000000000000e+02,1.469509278492406572e-06,5.861384010641119795e-07
-5.230000000000000000e+02,3.488623281070097910e-06,-1.429209279982967444e-06
-5.220000000000000000e+02,1.078023284161767903e-06,4.429715414451876332e-07
-5.210000000000000000e+02,-1.245571647095090190e-06,-2.370113954126916011e-06
-5.200000000000000000e+02,1.902556075505815267e-06,-5.023052590756235669e-06
-5.190000000000000000e+02,1.476164685040816035e-06,1.017085303799038914e-06
-5.180000000000000000e+02,2.503041022447645425e-06,1.484078133348696454e-06
-5.170000000000000000e+02,1.085679634464219862e-06,7.651702731583222630e-07
-5.160000000000000000e+02,9.199045658335285036e-07,2.358293993947506786e-06
-5.150000000000000000e+02,9.163177045171024687e-07,-7.686094000819952698e-08
-5.140000000000000000e+02,-8.474992415248572275e-07,-1.501432057364818218e-06
-5.130000000000000000e+02,2.602112512267718003e-06,1.112348471998814148e-06
-5.120000000000000000e+02,1.449582621935226884e-06,2.552978288976152921e-07
-5.110000000000000000e+02,2.215474037033440813e-06,-5.845359722818355142e-08
-5.100000000000000000e+02,2.082976041881470786e-06,-6.339896149992058083e-08
-5.090000000000000000e+02,8.282090960751165021e-07,-4.141592718753459024e-06
-5.080000000000000000e+02,1.977892146986723332e-06,-8.993093020210132793e-07
-5.070000000000000000e+02,-3.929233125638323387e-06,-4.372834464501720864e-07
-5.060000000000000000e+02,-3.058276770392422128e-07,-3.703970582424626762e-06
-5.050000000000000000e+02,4.133626604527402583e-06,3.228351421933305099e-07
-5.040000000000000000e+02,2.879696746385749379e-06,2.887201271320493680e-06
-5.030000000000000000e+02,3.675095982235690104e-06,2.543700731063051543e-06
-5.020000000000000000e+02,-7.588223878151906937e-07,-1.023388075529346741e-06
-5.010000000000000000e+02,1.670171075411923042e-06,-1.269177042674605842e-06
-5.000000000000000000e+02,1.942296110135659625e-06,1.805522763436163947e-07
-4.990000000000000000e+02,-1.451228316452824222e-06,-1.580456973546671712e-07
-4.980000000000000000e+02,2.388720046175754863e-06,1.220599255391489478e-06
-4.970000000000000000e+02,2.251110920713697409e-06,-1.401149175917314866e-06
-4.960000000000000000e+02,1.580523588040811701e-06,2.684286884508855185e-07
-4.950000000000000000e+02,9.381195098291401219e-07,-1.288888242964537564e-07
-4.940000000000000000e+02,-8.388214257999612326e-07,-2.921996860942804611e-06
-4.930000000000000000e+02,-1.641777879896055836e-07,-3.641585022437043677e-07
-4.920000000000000000e+02,1.363445349547289599e-06,-2.000212372944653829e-06
-4.910000000000000000e+02,2.806757218883746308e-06,-1.492612943606723723e-06
-4.900000000000000000e+02,4.098597019171621911e-06,-5.816882909312487285e-07
-4.890000000000000000e+02,2.580559806646655027e-06,2.018711341708823636e-06
-4.880000000000000000e+02,-2.664600653464859739e-06,1.159881991246483309e-06
-4.870000000000000000e+02,-2.339966414747481982e-07,-2.737220601100996296e-06
-4.860000000000000000e+02,2.958319388900182293e-06,3.564382465846870681e-06
-4.850000000000000000e+02,1.499301284209739106e-06,1.427111454388089009e-06
-4.840000000000000000e+02,2.857327768651971934e-06,4.726860121484596951e-09
-4.830000000000000000e+02,2.749387632001235309e-06,-8.781758977374298867e-08
-4.820000000000000000e+02,3.254371929384215680e-06,-5.051537277790619975e-06
-4.810000000000000000e+02,3.777195115440678402e-09,1.777148731265699999e-06
-4.800000000000000000e+02,-3.576039087058792724e-06,-9.964080394288531454e-07
-4.790000000000000000e+02,-1.146425107684235188e-06,-4.726062673458435371e-06
-4.780000000000000000e+02,2.028556729643141523e-06,6.935111323704459927e-07
-4.770000000000000000e+02,4.093137972358835270e-06,-6.873929195058732923e-07
-4.760000000000000000e+02,1.876503086593665195e-06,1.688697311067504834e-07
-4.750000000000000000e+02,2.458555900275202874e-06,9.330556132014924486e-07
-4.740000000000000000e+02,1.169224557265328621e-06,8.235921884430313461e-07
-4.730000000000000000e+02,-5.595449762411426478e-07,3.891591169148878515e-07
-4.720000000000000000e+02,3.114883792301502325e-06,-9.236071233660152609e-08
-4.710000000000000000e+02,2.701484424588618152e-06,5.935041016164331650e-07
-4.700000000000000000e+02,2.840485369616456949e-06,-8.192776610858697653e-07
-4.690000000000000000e+02,3.080553996639698105e-07,-7.331998091218783759e-07
-4.680000000000000000e+02,9.630904703370095159e-07,-1.740499002041469973e-06
-4.670000000000000000e+02,1.266628115360072328e-06,9.382363914184369761e-07
-4.660000000000000000e+02,-3.530026880067590870e-06,2.321618815237530163e-06
-4.650000000000000000e+02,1.418845549579831987e-06,-2.705473988324952179e-06
-4.640000000000000000e+02,2.275671032942788361e-06,-4.209843254126878237e-06
-4.630000000000000000e+02,5.085948175734255415e-06,-1.971874573124600776e-06
-4.620000000000000000e+02,3.781566850363282434e-06,9.522477659602349956e-07
-4.610000000000000000e+02,-4.841883483209326913e-06,-9.885002500892245425e-07
-4.600000000000000000e+02,2.634943453062167071e-06,-9.630046824820673854e-08
-4.590000000000000000e+02,1.855697456021455302e-06,3.190272008569421999e-06
-4.580000000000000000e+02,1.133089428505708719e-07,1.391688110940283668e-06
-4.570000000000000000e+02,5.517153153769236448e-06,6.074102015887738180e-07
-4.560000000000000000e+02,2.411797103099618390e-06,-1.706342606957859422e-06
-4.550000000000000000e+02,3.327240767537662061e-06,-1.150747975679319488e-06
-4.540000000000000000e+02,1.144730640281227220e-06,6.155197748043698261e-07
-4.530000000000000000e+02,-1.301485374922376360e-06,-2.794639181905182642e-07
-4.520000000000000000e+02,-5.872502114824854172e-07,-8.994837967194601610e-07
-4.510000000000000000e+02,-4.523765629507483209e-07,-1.933480420152631010e-06
-4.500000000000000000e+02,1.391862406731813137e-06,-3.243445015528432163e-06
-4.490000000000000000e+02,1.989433508143110413e-06,-4.071368104636757037e-06
-4.480000000000000000e+02,3.559840775269419572e-06,3.192933355588382475e-06
-4.470000000000000000e+02,-1.051918737416616262e-06,2.751031596346789957e-06
-4.460000000000000000e+02,-3.781228690939423910e-08,-1.363953943659833468e-06
-4.450000000000000000e+02,6.344082587771605089e-06,2.648437851954053976e-06
-4.440000000000000000e+02,3.527419594654660780e-06,-1.443079337529738329e-06
-4.430000000000000000e+02,1.818050753319499116e-06,-2.462247950756998841e-07
-4.420000000000000000e+02,1.293023434825536346e-06,-2.341525017129820459e-06
-4.410000000000000000e+02,2.336498559222889896e-06,-3.729960526052980248e-06
-4.400000000000000000e+02,1.077082864823767407e-06,6.252258117356150093e-06
-4.390000000000000000e+02,-1.693469087912147923e-06,1.545868236555895301e-06
-4.380000000000000000e+02,-1.827457336540514704e-07,-1.216553742737861034e-06
-4.370000000000000000e+02,1.287624617018414501e-06,-2.591202520051939741e-06
-4.360000000000000000e+02,3.931639633670041878e-06,-4.940128172923148657e-06
-4.350000000000000000e+02,1.046317332322674049e-06,-5.318400733258227936e-07
-4.340000000000000000e+02,-2.050162503947698905e-07,-2.219950430448346286e-06
-4.330000000000000000e+02,2.472411614648745314e-06,2.070967808191859168e-06
-4.320000000000000000e+02,1.726025176329372919e-07,2.096243633175907705e-06
-4.310000000000000000e+02,1.511875750215079663e-06,-1.146446924197284255e-06
-4.300000000000000000e+02,5.151914945379403916e-06,6.509427664827709868e-07
-4.290000000000000000e+02,2.728298574726711819e-06,-8.885405109993504730e-07
-4.280000000000000000e+02,1.101742902158154560e-08,4.738418747590165709e-07
-4.270000000000000000e+02,5.294561557236264892e-06,-1.005611303037457681e-06
-4.260000000000000000e+02,3.338330442315301210e-06,2.045247620120205697e-06
-4.250000000000000000e+02,-6.260874984648000057e-07,3.168864069021244703e-06
-4.240000000000000000e+02,8.384058171459121402e-07,-3.577564677329683792e-06
-4.230000000000000000e+02,-3.878398024781017349e-06,-5.623908543663985554e-06
-4.220000000000000000e+02,2.855822371572279795e-06,-4.912988080639415192e-06
-4.210000000000000000e+02,2.187218740979337590e-06,2.374542657185173191e-06
-4.200000000000000000e+02,-4.674565346108994050e-06,2.346350667337040313e-06
-4.190000000000000000e+02,5.127732505977913632e-06,-3.146602087116756000e-07
-4.180000000000000000e+02,4.461433967676849038e-06,2.650574015902245893e-06
-4.170000000000000000e+02,3.176457880631537272e-06,-9.036787401921154219e-07
-4.160000000000000000e+02,3.107760917896563749e-06,-1.789057148411957370e-06
-4.150000000000000000e+02,1.299290396883047826e-06,-3.407743995077583169e-06
-4.140000000000000000e+02,4.157419962191564536e-06,-1.464060521472748920e-06
-4.130000000000000000e+02,1.044152716256424926e-06,3.633366846879942748e-06
-4.120000000000000000e+02,3.332716853304490894e-06,1.348195522210544992e-06
-4.110000000000000000e+02,4.949709993765271773e-07,1.443366627777658176e-06
-4.100000000000000000e+02,-1.624290346582258262e-06,-1.455218948264065670e-07
-4.090000000000000000e+02,7.734600928016878408e-07,-5.044963964782136795e-06
-4.080000000000000000e+02,-1.143755865703506021e-06,-3.947009707283535200e-06
-4.070000000000000000e+02,4.752822949568975505e-06,1.401503116201121115e-06
-4.060000000000000000e+02,1.118030476390113881e-06,1.160877490225129132e-06
-4.050000000000000000e+02,-8.267478925615698651e-07,-2.799459589890766840e-07
-4.040000000000000000e+02,4.750047246878451003e-06,-1.891510956559690521e-06
-4.030000000000000000e+02,2.680704489090964663e-06,-2.472229715692234422e-06
-4.020000000000000000e+02,1.398436887754739077e-07,3.446542945891332968e-06
-4.010000000000000000e+02,-7.192388513166152392e-07,-2.484464696275849344e-06
-4.000000000000000000e+02,7.447444540948550105e-06,-1.793245986312227982e-06
-3.990000000000000000e+02,7.124657120439982836e-06,6.477717303653600714e-06
-3.980000000000000000e+02,2.611681086069855780e-06,3.993199883935474035e-07
-3.970000000000000000e+02,2.259262351994541221e-06,-6.135087058651711586e-07
-3.960000000000000000e+02,-4.265782433889814891e-06,-5.016788275363529503e-06
-3.950000000000000000e+02,5.014377668192011037e-07,-4.751367599999318288e-06
-3.940000000000000000e+02,-7.776739100400051515e-07,1.018928873797929303e-06
-3.930000000000000000e+02,-2.768026805765938167e-06,-1.055185063296741263e-06
-3.920000000000000000e+02,6.029461719022667643e-06,3.148934074998925624e-06
-3.910000000000000000e+02,1.668648048097225211e-06,7.211269661311939206e-07
-3.900000000000000000e+02,8.401375886001255858e-07,-9.501717404362399703e-07
-3.890000000000000000e+02,5.170763585809605998e-06,-1.680288784784101578e-06
-3.880000000000000000e+02,1.689147543253687045e-06,-2.271240975514478115e-06
-3.870000000000000000e+02,1.292270929251432623e-06,1.805372913668031173e-06
-3.860000000000000000e+02,6.431058318748586466e-06,-4.258700098851327109e-06
-3.850000000000000000e+02,6.850658701068167850e-06,5.492334240542531831e-07
-3.840000000000000000e+02,3.089420829082065292e-06,4.342732781509792874e-06
-3.830000000000000000e+02,-1.828046476249886303e-06,-6.823315020144354978e-07
-3.820000000000000000e+02,-5.537483763553465300e-06,-2.193249618393522845e-06
-3.810000000000000000e+02,2.242164110593006007e-06,-3.632248935114163403e-06
-3.800000000000000000e+02,3.411396486734736521e-06,3.481597290742564097e-06
-3.790000000000000000e+02,1.303956627052483039e-07,3.467427132299624981e-07
-3.780000000000000000e+02,3.554560174707400813e-06,-2.664280531634742614e-06
-3.770000000000000000e+02,2.553160617502542254e-06,-1.841857350261784611e-06
-3.760000000000000000e+02,2.059243319838764031e-06,-3.111710172903681079e-06
-3.750000000000000000e+02,-3.509834245919808612e-06,3.493816155329580264e-06
-3.740000000000000000e+02,2.734582657490893838e-07,-3.659456157499451663e-06
-3.730000000000000000e+02,7.488636663955298455e-06,-6.123730997099586531e-07
-3.720000000000000000e+02,5.236211221223082951e-06,5.093545318094804886e-06
-3.710000000000000000e+02,9.940381178372269136e-06,-3.966731015479893320e-06
-3.700000000000000000e+02,3.700536785328943451e-06,2.138471259179111018e-06
-3.690000000000000000e+02,-1.453241301271669423e-06,8.775758537106085955e-07
-3.680000000000000000e+02,-1.725468707227807737e-06,-5.104233324907577539e-06
-3.670000000000000000e+02,-3.062416477182546665e-06,-1.326464394709211090e-06
-3.660000000000000000e+02,4.524300902177369676e-06,-6.602647959784472908e-07
-3.650000000000000000e+02,1.208619270619295200e-06,9.620477657345018749e-07
-3.640000000000000000e+02,-1.005342243315382089e-06,9.704528861287225891e-07
-3.630000000000000000e+02,6.943280972558395550e-07,-2.535382824011445807e-06
-3.620000000000000000e+02,3.171893777299532290e-06,-6.560847876636510916e-07
-3.610000000000000000e+02,2.022561630977525848e-06,5.549119666934924396e-06
-3.600000000000000000e+02,-1.832678952855522051e-06,-1.867231278538208813e-06
-3.590000000000000000e+02,1.086386085450774369e-05,-7.287875282781593769e-06
-3.580000000000000000e+02,9.353286013767144044e-06,-9.789168523816618188e-07
-3.570000000000000000e+02,4.694258450601541561e-06,5.752605799547928627e-08
-3.560000000000000000e+02,1.507970464040726415e-06,4.935135008696841640e-07
-3.550000000000000000e+02,-6.941300914523728589e-06,-8.103075033102206315e-07
-3.540000000000000000e+02,3.526386673954102215e-06,1.900204185323813359e-06
-3.530000000000000000e+02,2.662810483279842492e-07,1.472665555896831272e-06
-3.520000000000000000e+02,1.171529010932724853e-06,-1.555627107111272761e-06
-3.510000000000000000e+02,8.194766318649358204e-06,1.581328761203579331e-07
-3.500000000000000000e+02,-1.776571765166936671e-06,-4.159967744185465350e-06
-3.490000000000000000e+02,3.655010247477120272e-07,3.849532870777844930e-07
-3.480000000000000000e+02,-8.398731754703891516e-07,-7.430458683675100922e-08
-3.470000000000000000e+02,-3.277933863414449100e-07,-1.389071063543970198e-06
-3.460000000000000000e+02,3.695042968202364428e-06,3.626045849361744767e-06
-3.450000000000000000e+02,3.312365225026530128e-06,-5.973534941844060787e-06
-3.440000000000000000e+02,1.129005725872433120e-05,-4.876622179174124687e-06
-3.430000000000000000e+02,8.813476547252981774e-06,3.394423075697618891e-06
-3.420000000000000000e+02,3.097023733088212304e-08,4.387467987966154522e-06
-3.410000000000000000e+02,-2.093071021002675075e-06,-2.075222656013013890e-06
-3.400000000000000000e+02,3.223802041897569521e-06,-3.647514182453326745e-06
-3.390000000000000000e+02,5.013270304776414740e-06,1.913462907289220875e-06
-3.380000000000000000e+02,-4.448841325468855561e-07,-4.738651546747968461e-06
-3.370000000000000000e+02,-1.713150731453953189e-06,-4.003627603377281555e-08
-3.360000000000000000e+02,-8.027546990172555011e-07,-1.639381360265003644e-06
-3.350000000000000000e+02,1.792815722387426175e-06,5.814821903806632169e-07
-3.340000000000000000e+02,-1.712703632041328614e-06,1.265071466536043031e-05
-3.330000000000000000e+02,1.508697278138509504e-06,-5.337182943368208583e-06
-3.320000000000000000e+02,8.609508175378627131e-06,-4.431585659369933827e-06
-3.310000000000000000e+02,6.964095613926034041e-06,-2.067301726923826440e-06
-3.300000000000000000e+02,8.409448706479204420e-06,-1.063455984458110465e-05
-3.290000000000000000e+02,3.575299282956830052e-06,2.074880373449121523e-06
-3.280000000000000000e+02,1.368687084123965885e-06,2.555376695240303226e-06
-3.270000000000000000e+02,-7.066129198638597859e-07,2.561032142106097274e-06
-3.260000000000000000e+02,-9.420134126266480951e-07,-6.797440371327724182e-07
-3.250000000000000000e+02,7.605279595079735068e-06,-3.233250522766714648e-06
-3.240000000000000000e+02,3.113882606797608321e-06,2.393112819185466786e-06
-3.230000000000000000e+02,-1.709698715503064740e-06,-2.207518263628397977e-06
-3.220000000000000000e+02,-6.251390428376564154e-07,-6.243715029595596539e-08
-3.210000000000000000e+02,4.285889673286285314e-06,6.273089133115450158e-07
-3.200000000000000000e+02,1.481000863336561071e-06,4.481783508095608752e-06
-3.190000000000000000e+02,-3.502295905110433809e-06,2.126092126534259557e-06
-3.180000000000000000e+02,4.072013395324553941e-06,-1.195419036332704844e-05
-3.170000000000000000e+02,4.998413991824849056e-06,-6.624495032421277380e-06
-3.160000000000000000e+02,1.074264847214003311e-05,2.798303860782814281e-06
-3.150000000000000000e+02,2.964759822754830575e-06,3.398419327202481380e-06
-3.140000000000000000e+02,2.184138208025192963e-07,4.404855466744518226e-07
-3.130000000000000000e+02,1.346184573144803764e-05,1.413766344955452541e-06
-3.120000000000000000e+02,-8.451336702084291028e-07,-2.819260241097047882e-06
-3.110000000000000000e+02,2.561606962369865212e-06,-7.525651354721323240e-06
-3.100000000000000000e+02,3.015217605577084994e-06,-1.199492647217567423e-06
-3.090000000000000000e+02,-7.036246722474694567e-06,-2.002145134484544664e-06
-3.080000000000000000e+02,2.891965757680666136e-06,5.445175105405193229e-06
-3.070000000000000000e+02,-1.813438404414528870e-06,7.943012445495831224e-06
-3.060000000000000000e+02,4.112340080721881409e-06,6.560518568621790719e-07
-3.050000000000000000e+02,4.091530648069653133e-06,2.795542415408844992e-06
-3.040000000000000000e+02,-1.215677664314513432e-06,-7.278893594597887675e-06
-3.030000000000000000e+02,9.821205486575080188e-06,-1.335740251570844493e-05
-3.020000000000000000e+02,8.945125090384648122e-06,-9.636695677659507352e-07
-3.010000000000000000e+02,7.321581441943159578e-06,6.859167113674504975e-06
-3.000000000000000000e+02,-1.208152098703686401e-06,-2.546986319179534939e-06
-2.990000000000000000e+02,2.883542365466481638e-06,-4.592033159194136501e-06
-2.980000000000000000e+02,9.314251587197229664e-06,-2.940861002081034444e-07
-2.970000000000000000e+02,-3.502320123109341108e-06,-3.052377226633412048e-06
-2.960000000000000000e+02,-1.309498468936723858e-06,3.993736104095623325e-06
-2.950000000000000000e+02,3.317323602353705128e-06,-2.046922048773463245e-06
-2.940000000000000000e+02,6.720243970330793144e-06,3.522271459815894374e-06
-2.930000000000000000e+02,4.083281834582005975e-06,1.175696084029563025e-05
-2.920000000000000000e+02,-1.352890790474551949e-06,-6.440429514596214962e-06
-2.910000000000000000e+02,-8.497527930269935265e-07,-4.246260677272494610e-06
-2.900000000000000000e+02,-1.405853208533582101e-06,-7.317478865628997053e-06
-2.890000000000000000e+02,5.631260044700615774e-06,-5.028944237640150757e-06
-2.880000000000000000e+02,4.983070782789120335e-06,3.741086562066469872e-06
